identifiant;nom_etablissement;dechet;annee;code_operation_eliminatio_valorisation;libelle_operation_eliminatio_valorisation;code_departement;pays;code_dechet;libelle_dechet;quantite;unite
0003012913;GCM;Production de déchets non dangereux;2021;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);54;;17 01 01;Béton;5;tonnes/an
0003012913;GCM;Production de déchets non dangereux;2021;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);54;;17 05 04;Terres et cailloux autres que ceux visés à la rubrique 17 05 03;115;tonnes/an
0003012913;GCM;Production de déchets non dangereux;2021;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);55;;17 05 04;Terres et cailloux autres que ceux visés à la rubrique 17 05 03;2250;tonnes/an
0003012913;GCM;Production de déchets non dangereux;2021;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);67;;17 05 04;Terres et cailloux autres que ceux visés à la rubrique 17 05 03;7980;tonnes/an
0003012913;GCM;Production de déchets non dangereux;2021;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);67;;17 02 01;Bois;9;tonnes/an
0003012913;GCM;Production de déchets non dangereux;2021;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);67;;17 09 04;Déchets de construction et de démolition en mélange autres que ceux visés aux rubriques 17 09 01, 17 09 02 et 17 09 03.;43;tonnes/an
0003012913;GCM;Production de déchets non dangereux;2021;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;67;;17 04 05;Fer et acier;9;tonnes/an
0003012913;GCM;Production de déchets non dangereux;2021;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;;ALLEMAGNE;17 04 05;Fer et acier;323;tonnes/an
0003012913;GCM;Production de déchets non dangereux;2021;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;;ALLEMAGNE;17 01 01;Béton;53;tonnes/an
0003012913;GCM;Production de déchets non dangereux;2021;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;;ALLEMAGNE;17 05 04;Terres et cailloux autres que ceux visés à la rubrique 17 05 03;608;tonnes/an
0003100819;BIOCENTRE DU SUD OUEST (ex O.G.D.);Production de déchets non dangereux;2021;R12;R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11;33;;17 02 01;Bois;2.12;tonnes/an
0003100819;BIOCENTRE DU SUD OUEST (ex O.G.D.);Production de déchets non dangereux;2021;R12;R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11;17;;17 05 04;Terres et cailloux autres que ceux visés à la rubrique 17 05 03;573;tonnes/an
0003100819;BIOCENTRE DU SUD OUEST (ex O.G.D.);Production de déchets non dangereux;2021;R12;R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11;33;;17 09 04;Déchets de construction et de démolition en mélange autres que ceux visés aux rubriques 17 09 01, 17 09 02 et 17 09 03.;6.88;tonnes/an
0003100819;BIOCENTRE DU SUD OUEST (ex O.G.D.);Production de déchets non dangereux;2021;R12;R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11;33;;19 08 14;Boues provenant d'autres traitements des eaux usées industrielles autres que celles visées à la rubrique 19 08 13;86;tonnes/an
0003100819;BIOCENTRE DU SUD OUEST (ex O.G.D.);Production de déchets non dangereux;2021;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);82;;10 01 03;Cendres volantes de tourbe et de bois non traité;913;tonnes/an
0003100819;BIOCENTRE DU SUD OUEST (ex O.G.D.);Production de déchets non dangereux;2021;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);95;;17 03 02;Mélanges bitumineux autres que ceux visés à la rubrique 17 03 01;1170;tonnes/an
0003100819;BIOCENTRE DU SUD OUEST (ex O.G.D.);Production de déchets non dangereux;2021;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);82;;17 05 04;Terres et cailloux autres que ceux visés à la rubrique 17 05 03;6900;tonnes/an
0003100819;BIOCENTRE DU SUD OUEST (ex O.G.D.);Production de déchets non dangereux;2021;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);31;;17 05 04;Terres et cailloux autres que ceux visés à la rubrique 17 05 03;3280;tonnes/an
0003100819;BIOCENTRE DU SUD OUEST (ex O.G.D.);Production de déchets non dangereux;2021;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;33;;17 04 05;Fer et acier;5.26;tonnes/an
0003100819;BIOCENTRE DU SUD OUEST (ex O.G.D.);Production de déchets non dangereux;2021;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;33;;17 01 01;Béton;2170;tonnes/an
0003100819;BIOCENTRE DU SUD OUEST (ex O.G.D.);Production de déchets non dangereux;2021;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;33;;17 03 02;Mélanges bitumineux autres que ceux visés à la rubrique 17 03 01;207;tonnes/an
0003100819;BIOCENTRE DU SUD OUEST (ex O.G.D.);Production de déchets non dangereux;2021;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;03;;17 05 04;Terres et cailloux autres que ceux visés à la rubrique 17 05 03;2870;tonnes/an
0003100819;BIOCENTRE DU SUD OUEST (ex O.G.D.);Production de déchets non dangereux;2021;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;16;;17 05 04;Terres et cailloux autres que ceux visés à la rubrique 17 05 03;31800;tonnes/an
0003100819;BIOCENTRE DU SUD OUEST (ex O.G.D.);Production de déchets non dangereux;2021;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;33;;17 05 04;Terres et cailloux autres que ceux visés à la rubrique 17 05 03;355;tonnes/an
0003100819;BIOCENTRE DU SUD OUEST (ex O.G.D.);Production de déchets non dangereux;2021;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;37;;17 05 04;Terres et cailloux autres que ceux visés à la rubrique 17 05 03;2590;tonnes/an
0003100819;BIOCENTRE DU SUD OUEST (ex O.G.D.);Production de déchets non dangereux;2021;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;44;;17 05 04;Terres et cailloux autres que ceux visés à la rubrique 17 05 03;782;tonnes/an
0003100845;BIOGASCONHA;Production de déchets non dangereux;2021;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;47;;02 03 04;Matières impropres à la consommation ou à la transformation;3140;tonnes/an
0003100845;BIOGASCONHA;Production de déchets non dangereux;2021;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;85;;02 03 04;Matières impropres à la consommation ou à la transformation;27.4;tonnes/an
0003100845;BIOGASCONHA;Production de déchets non dangereux;2021;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;64;;19 06 06;Digestats provenant du traitement anaérobie des déchets animaux et végétaux;196;tonnes/an
0003100845;BIOGASCONHA;Production de déchets non dangereux;2021;R10;R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie;40;;19 06 06;Digestats provenant du traitement anaérobie des déchets animaux et végétaux;72410;tonnes/an
0003100845;BIOGASCONHA;Production de déchets non dangereux;2021;R10;R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie;64;;19 06 06;Digestats provenant du traitement anaérobie des déchets animaux et végétaux;15996;tonnes/an
0003100845;BIOGASCONHA;Production de déchets non dangereux;2021;R11;R11 Utilisation de déchets résiduels obtenus à partir de l'une des opérations numérotées R 1 à R 10;47;;02 03 04;Matières impropres à la consommation ou à la transformation;2800;tonnes/an
0003100845;BIOGASCONHA;Production de déchets non dangereux;2021;R11;R11 Utilisation de déchets résiduels obtenus à partir de l'une des opérations numérotées R 1 à R 10;56;;02 03 04;Matières impropres à la consommation ou à la transformation;27;tonnes/an
0003102381;Syndicat Intercommunal du Littoral SIL;Production de déchets non dangereux;2021;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);33;;19 05 03;Compost déclassé;566;tonnes/an
0003102381;Syndicat Intercommunal du Littoral SIL;Production de déchets non dangereux;2021;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;33;;20 01 99;Autres fractions non spécifiées ailleurs.;421;tonnes/an
0003102381;Syndicat Intercommunal du Littoral SIL;Production de déchets non dangereux;2021;R11;R11 Utilisation de déchets résiduels obtenus à partir de l'une des opérations numérotées R 1 à R 10;17;;19 01 12;Mâchefers autres que ceux visés à la rubrique 19 01 11;3360;tonnes/an
0003102381;Syndicat Intercommunal du Littoral SIL;Production de déchets non dangereux;2021;R11;R11 Utilisation de déchets résiduels obtenus à partir de l'une des opérations numérotées R 1 à R 10;67;;19 01 12;Mâchefers autres que ceux visés à la rubrique 19 01 11;28;tonnes/an
0003102381;Syndicat Intercommunal du Littoral SIL;Production de déchets non dangereux;2021;R11;R11 Utilisation de déchets résiduels obtenus à partir de l'une des opérations numérotées R 1 à R 10;87;;19 01 12;Mâchefers autres que ceux visés à la rubrique 19 01 11;10500;tonnes/an
0003102381;Syndicat Intercommunal du Littoral SIL;Production de déchets non dangereux;2021;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;13;;19 01 02;Déchets de déferraillage des mâchefers;49;tonnes/an
0003102381;Syndicat Intercommunal du Littoral SIL;Production de déchets non dangereux;2021;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;17;;19 01 02;Déchets de déferraillage des mâchefers;590;tonnes/an
0003102381;Syndicat Intercommunal du Littoral SIL;Production de déchets non dangereux;2021;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;69;;19 01 02;Déchets de déferraillage des mâchefers;168;tonnes/an
0003102381;Syndicat Intercommunal du Littoral SIL;Production de déchets non dangereux;2021;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;17;;19 12 02;Métaux ferreux;412;tonnes/an
0003102381;Syndicat Intercommunal du Littoral SIL;Production de déchets non dangereux;2021;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;17;;19 12 03;Métaux non ferreux;67;tonnes/an
0003102774;AUNIS BIOGAZ;Production de déchets non dangereux;2021;R10;R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie;17;;19 06 06;Digestats provenant du traitement anaérobie des déchets animaux et végétaux;38000;tonnes/an
0003200958;TERENVIE (ex-SERPOL);Production de déchets non dangereux;2021;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);69;;17 09 04;Déchets de construction et de démolition en mélange autres que ceux visés aux rubriques 17 09 01, 17 09 02 et 17 09 03.;17;tonnes/an
0003200958;TERENVIE (ex-SERPOL);Production de déchets non dangereux;2021;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;69;;17 04 05;Fer et acier;26.72;tonnes/an
0003200958;TERENVIE (ex-SERPOL);Production de déchets non dangereux;2021;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;69;;17 01 01;Béton;3740;tonnes/an
0003200958;TERENVIE (ex-SERPOL);Production de déchets non dangereux;2021;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;01;;17 01 07;Mélanges de béton, briques, tuiles et céramiques autres que ceux visés à la rubrique 17 01 06.;2250;tonnes/an
0003200958;TERENVIE (ex-SERPOL);Production de déchets non dangereux;2021;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;69;;17 01 07;Mélanges de béton, briques, tuiles et céramiques autres que ceux visés à la rubrique 17 01 06.;4890;tonnes/an
0003200958;TERENVIE (ex-SERPOL);Production de déchets non dangereux;2021;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;01;;17 05 04;Terres et cailloux autres que ceux visés à la rubrique 17 05 03;9337;tonnes/an
0003200958;TERENVIE (ex-SERPOL);Production de déchets non dangereux;2021;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;03;;17 05 04;Terres et cailloux autres que ceux visés à la rubrique 17 05 03;60.5;tonnes/an
0003200958;TERENVIE (ex-SERPOL);Production de déchets non dangereux;2021;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;38;;17 05 04;Terres et cailloux autres que ceux visés à la rubrique 17 05 03;41400;tonnes/an
0003200958;TERENVIE (ex-SERPOL);Production de déchets non dangereux;2021;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;69;;17 05 04;Terres et cailloux autres que ceux visés à la rubrique 17 05 03;957;tonnes/an
0003201516;CCIAG - BIOMAX;Production de déchets non dangereux;2021;D9 ;D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.);30;;10 01 01;Mâchefers, scories et cendres sous chaudière (sauf cendres sous chaudière visées à la rubrique 10 01 04);198000;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2021;D10;D10 Incinération à terre;39;;07 02 15;Déchets provenant d'additifs autres que ceux visés à la rubrique 07 02 14;0.15;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2021;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;39;;07 02 15;Déchets provenant d'additifs autres que ceux visés à la rubrique 07 02 14;0.24;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2021;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;39;;17 05 04;Terres et cailloux autres que ceux visés à la rubrique 17 05 03;69.1;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2021;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);21;;07 01 99;Déchets non spécifiés ailleurs.;12.9;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2021;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);21;;07 02 13;Déchets plastiques;96.9;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2021;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);21;;17 01 07;Mélanges de béton, briques, tuiles et céramiques autres que ceux visés à la rubrique 17 01 06.;9.40;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2021;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);39;;17 01 07;Mélanges de béton, briques, tuiles et céramiques autres que ceux visés à la rubrique 17 01 06.;23.2;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2021;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);39;;17 05 04;Terres et cailloux autres que ceux visés à la rubrique 17 05 03;239;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2021;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);21;;19 08 14;Boues provenant d'autres traitements des eaux usées industrielles autres que celles visées à la rubrique 19 08 13;1720;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2021;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);21;;19 09 99;Déchets non spécifiés ailleurs.;0.4;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2021;D9 ;D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.);39;;07 02 15;Déchets provenant d'additifs autres que ceux visés à la rubrique 07 02 14;0.2;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2021;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;39;;07 02 15;Déchets provenant d'additifs autres que ceux visés à la rubrique 07 02 14;0.1;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2021;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;21;;17 01 07;Mélanges de béton, briques, tuiles et céramiques autres que ceux visés à la rubrique 17 01 06.;5.7;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2021;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;39;;20 01 01;Papier et carton;2.34;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2021;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;21;;20 01 99;Autres fractions non spécifiées ailleurs.;270.72;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2021;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);21;;15 01 02;Emballages en matières plastiques;1.98;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2021;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);21;;15 01 06;Emballages en mélange;0.11;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2021;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);26;;15 01 06;Emballages en mélange;2.36;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2021;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);21;;17 02 01;Bois;24.8;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2021;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;21;;16 01 17;Métaux ferreux;199.82;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2021;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;21;;16 02 14;équipements mis au rebut autres que ceux visés aux rubriques 16 02 09 à 16 02 13;7.84;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2021;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;21;;15 01 01;Emballages en papier/carton;53.8;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2021;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;21;;15 01 02;Emballages en matières plastiques;28.68;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2021;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;39;;15 01 03;Emballages en bois;28.7;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2021;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;26;;15 01 06;Emballages en mélange;32;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2021;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;68;;15 01 06;Emballages en mélange;6.7;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2021;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;21;;15 01 07;Emballages en verre;3.58;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2021;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;21;;17 02 01;Bois;35.04;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2021;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;21;;20 01 01;Papier et carton;0.7;tonnes/an
0003300469;Solvay France;Production de déchets non dangereux;2021;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;21;;20 01 99;Autres fractions non spécifiées ailleurs.;45.3;tonnes/an
0003700770;SECHE ECO SERVICES;Production de déchets non dangereux;2021;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);31;;17 05 04;Terres et cailloux autres que ceux visés à la rubrique 17 05 03;7860;tonnes/an
0003700770;SECHE ECO SERVICES;Production de déchets non dangereux;2021;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);82;;17 05 04;Terres et cailloux autres que ceux visés à la rubrique 17 05 03;1410;tonnes/an
0003700770;SECHE ECO SERVICES;Production de déchets non dangereux;2021;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;11;;17 05 04;Terres et cailloux autres que ceux visés à la rubrique 17 05 03;4330;tonnes/an
0003700770;SECHE ECO SERVICES;Production de déchets non dangereux;2021;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;31;;17 05 04;Terres et cailloux autres que ceux visés à la rubrique 17 05 03;17828.7;tonnes/an
0003700770;SECHE ECO SERVICES;Production de déchets non dangereux;2021;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;40;;17 05 04;Terres et cailloux autres que ceux visés à la rubrique 17 05 03;920;tonnes/an
0003800009;ISDI -TCPA (PATINIER A);Production de déchets non dangereux;2021;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);62;;17 05 04;Terres et cailloux autres que ceux visés à la rubrique 17 05 03;2300;tonnes/an
0003800080;REFRESCO FRANCE;Production de déchets non dangereux;2021;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;62;;20 03 01;Déchets municipaux en mélange;115;tonnes/an
0003800080;REFRESCO FRANCE;Production de déchets non dangereux;2021;R10;R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie;59;;02 02 04;Boues provenant du traitement in situ des effluents;1703;tonnes/an
0003800080;REFRESCO FRANCE;Production de déchets non dangereux;2021;R12;R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11;59;;02 07 04;Matières impropres à la consommation ou à la transformation;1150;tonnes/an
0003800080;REFRESCO FRANCE;Production de déchets non dangereux;2021;R12;R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11;62;;08 03 13;Déchets d'encres autres que ceux visés à la rubrique 08 03 12;0.079;tonnes/an
0003800080;REFRESCO FRANCE;Production de déchets non dangereux;2021;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);62;;15 01 03;Emballages en bois;16.6;tonnes/an
0003800080;REFRESCO FRANCE;Production de déchets non dangereux;2021;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);62;;17 01 07;Mélanges de béton, briques, tuiles et céramiques autres que ceux visés à la rubrique 17 01 06.;0.25;tonnes/an
0003800080;REFRESCO FRANCE;Production de déchets non dangereux;2021;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;62;;15 01 04;Emballages métalliques;0.28;tonnes/an
0003800080;REFRESCO FRANCE;Production de déchets non dangereux;2021;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;62;;20 01 40;Métaux;11.8;tonnes/an
0003800080;REFRESCO FRANCE;Production de déchets non dangereux;2021;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;62;;15 01 01;Emballages en papier/carton;151;tonnes/an
0003800080;REFRESCO FRANCE;Production de déchets non dangereux;2021;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;62;;15 01 02;Emballages en matières plastiques;130;tonnes/an
0003800080;REFRESCO FRANCE;Production de déchets non dangereux;2021;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;62;;15 01 05;Emballages composites;12.4;tonnes/an
0003800080;REFRESCO FRANCE;Production de déchets non dangereux;2021;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;88;;15 01 05;Emballages composites;50.4;tonnes/an
0003800080;REFRESCO FRANCE;Production de déchets non dangereux;2021;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;62;;15 01 07;Emballages en verre;39.3;tonnes/an
0003801489;AOPLI Association d'Organisation de Producteurs de Légumes d'Industrie;Production de déchets non dangereux;2021;D10;D10 Incinération à terre;80;;02 03 04;Matières impropres à la consommation ou à la transformation;46.6;tonnes/an
0003801489;AOPLI Association d'Organisation de Producteurs de Légumes d'Industrie;Production de déchets non dangereux;2021;R12;R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11;02;;16 01 03;Pneus hors d'usage;0.347;tonnes/an
