identifiant;nom_etablissement;annee_rejet;rejet_raccorde_m3_par_an;rejet_isole_m3_par_an
0006600803;UNION DES DISTILLERIES DE LA MEDITERRANE;2020;;0
0006400525;Mc CORMICK France;2020;25196;
0006700409;EPM-ENTREPOT PETROLIER DE MULHOUSE;2020;30000;
0006401142;SOCIETE NOUVELLE LES FILS DE FERRIGNO SA;2020;11660;6530
0025300090;PAUL SAPIN SA;2020;410;10155
0006400069;STMICROELECTRONICS SAS;2020;1314642;
0005503335;KERVALIS ARMOR;2020;62717;
0006509507;SUEZ RV Ile-de-France;2020;0;2150
0016400310;LA COMPAGNIE DU BISCUIT;2020;2219;
0055602601;SANOFI  CHIMIE;2020;29060;
0006102443;FABRICATION CHIMIQUE ARDECHOISE;2020;;199888
0006000414;ALLARD EMBALLAGES;2020;9768;
0005100097;NESTLE France SAS;2020;;327768
0006601361;STERIMED SAS (Ex ARJOWIGGINS);2020;;1081855
0006102350;LAFARGE CIMENTS;2020;0;0
0006104748;THALES AVS FRANCE SAS;2020;;875
0007003033;SATEL SAS;2020;21891;
0007201120;SAFT Poitiers;2020;;33955
0006802467;SOCIETE FROMAGERE DE RODEZ;2020;429570;
0006104410;POUDRES HERMILLON SA;2020;;7656
0005101078;COLGATE PALMOLIVE;2020;39029;
0006600228;SARL DOMITIA GRANULATS;2020;0;0
0006400397;DISTILLERIE GIRARD S.A.;2020;;0
0006400455;APTUNION;2020;;257311
0007201321;SAFT;2020;;10910
0005202016;Usine DRT Vielle-Saint-Girons;2020;;856037
0007000803;PGI;2020;54169;0
0005200500;AUCHAN - Bordeaux Mériadeck;2020;5023;
0006700806;KNAUF INDUSTRIES (anc ISOBOX TECHN);2020;7787;
0006703426;LINGENHELD Environnement;2020;;7645
0005304291;VERBRUGGE TECAL;2020;3709;
0007408386;SNCF DEPOT MONTROUGE;2020;7871;
0005503567;MIX BUFFET;2020;;225040
0007000523;EXIDE TECHNOLOGIES SAS;2020;92791;
0006201804;CRISTALLERIES DE SAINT-LOUIS;2020;851;9609
0006103294;TECHNIQUES SURFACES ANDREZIEUX;2020;2000;23300
0058502426;SOCOPA VIANDES;2020;126949;
0006802298;SAS TARNAISE DES PANNEAUX;2020;189443;
0009073302;STEP - Clos de Hilde (Bégles);2020;;31603028
0006506964;FERINOX;2020;274;274
0016400341;CENTRE HOSPITALIER MOULINS YZEURE;2020;10486;
0005401696;PAPREC PLASTIQUES SAS;2020;18788;
0006700464;SINIAT SA;2020;;64269
0006103933;HIT TS;2020;14520;
0010001230;PMC ISOCHEM;2020;22623;327735
0005204674;DRAGAGES PONT DE LESCAR S.A.S;2020;0;0
0006802435;ROZIERE S.A.;2020;119;
0010100155;CA HAUT BUGEY;2020;60609;
0005100257;VERALLIA FRANCE (ex St Gobain Emballage);2020;5609;60833
0006400895;OMYA  S.AS;2020;0;
0005300738;QOVANS INDUSTRIE;2020;114;375
0022100092;Distillerie MONTEBELLO;2020;;2503
0005500040;LNA LAITERIE NOUVELLE DE L ARGUENON;2020;;766266
0005304634;TIPIAK;2020;1976;
0010011283;Châteauroux Métropole;2020;800;
0056900369;CIBEVIAL SA;2020;45937;
0006504240;NIPPON PAINT AUTOMOTIVE FRANCE;2020;1096;
0007002602;SEA BULK;2020;;0
0005300644;DRESSER PRODUITS INDUSTRIELS SAS;2020;320;0
0007200663;CIMENTS CALCIA sas;2020;;711000
0006406623;ALPES ASSAINISSEMENT VEOLIA;2020;;1406
0007002178;SIPC;2020;6747;
0005602256;Société SRB;2020;;982
0009074901;STEP - Angers la Baumette;2020;;12212003
0006401906;Usine du Gargalon;2020;;275355
0005501005;BAA (Bretagne Anti-Adhérence);2020;827;
0006301731;NOVANDIE;2020;;236657
0007000785;EQIOM Cimenterie de Lumbres;2020;0;0
0006400499;SEPR;2020;;1098600
0006501198;ROT;2020;1192;
0005902225;DIEHL AUGE DECOUPAGE (Bd Kennedy) SAS;2020;1325;
0005600178;INTEREP SA;2020;;721436
0006401321;CONSERVES FRANCE;2020;;164140
0006700694;TANNERIES HAAS;2020;43304;
0007001922;LESAGE et Fils;2020;4184;
0005202240;BMS UPSA;2020;57993;
0007000821;NYRSTAR FRANCE;2020;;958627
0007000045;ETABLISSEMENTS BOCAHUT SAS.;2020;;2915678
0005300884;DANONE PRODUITS FRAIS FRANCE;2020;;232077
0006103062;AHLSTROM-MUNKSJO LA GERE;2020;;1884333
0007000649;ETABLISSEMENTS BOCAHUT SAS.;2020;;1742433
0009000361;DGA Essais de missiles - site Gironde;2020;;600
0006200203;SOFIDEL FRANCE;2020;;170633
0009069931;EDF - CNPE de Belleville-sur-Loire;2020;;121625760
0006101466;CARRIERES DE SAINT LAURENT;2020;100;
0005600467;Société des Eaux de VOLVIC;2020;495868;
0006103875;TEINTURES ET IMPRESSIONS DE LYON;2020;0;178262
0005401335;SUMIRIKO Rubber Compounding France;2020;3992;699581
0005500382;CENTRE HOSPITALIER Yves le Foll;2020;87726;
0007000837;OUTREAU Technologies (SASU)-(ex MIO);2020;;0
0006704564;STEIN ENERGY;2020;758;
0005401587;PAPETERIES DE DIJON;2020;28926;57710
0007002731;TOYOTA M.M.F.;2020;;202783
0007201384;MARIE SURGELES;2020;;161205
0003201463;CLEAN 38;2020;1757;
0010001766;Aalberts Surface Technologies;2020;;44634
0010001791;ROBERT BOSCH AUTOMOTIVE STEERING SAS;2020;3814;
0006802054;Entreprise Soum et Compagnie;2020;;99
0006303901;TRIVALIS;2020;;7331
0010011487;GUERLAIN;2020;14666;
0005800348;ExxonMobil Chemical France;2020;;1254508
0006501916;VILLARD SARL;2020;1164;
0054401867;COVI SAS;2020;91787;
0005207042;BTVA;2020;0;13
0005200869;L'ELECTROLYSE SAS;2020;;18506
0010007015;SABLIERE DE L'ILE AU PAGE SNC (SIP);2020;0;0
0006600563;FERROPEM;2020;;63
0006700536;SENERVAL UIOM;2020;249461;
0006301354;FRAMATOME;2020;;3384
0009000208;ONERA;2020;;7310000
0005101506;BOSTIK;2020;;134767
0006207528;SCHREIBER FRANCE;2020;;722312
0006102335;TEINTURE DES CEDRES;2020;30925;
0006500230;SURYS (ex HOLOGRAM INDUSTRIES);2020;200;0
0005300405;DEPOTS DE PETROLE COTIERS;2020;;30030
0006700688;HEINEKEN ENTREPRISE SAS;2020;337802;
0007000846;MC CAIN ALIMENTAIRE;2020;;1223766
0010002121;COMATELEC SCHREDER;2020;2466;0
0005701409;IPC PETROLEUM FRANCE;2020;;2470
0010300110;REFRESCO FRANCE (site DELIFRUITS);2020;0;0
0053000374;DUC (SA);2020;;106673
0005401056;BIOXAL;2020;11000;91615
0010000722;PROTEC;2020;;101
0006806074;GUIMA PALFINGER;2020;1687;
0005202703;SOCIETE BEARNAISE DE SYNTHESE SA (SBS);2020;118;
0053501304;SOCIETE LAITIERE DE L'HERMITAGE;2020;;441209
0050100817;EUROPEENNE GASTRONOMIQUE DE CHARCUTERIE;2020;;6160
0055301033;SOCOPA VIANDES;2020;;428909
0007001033;PINGUIN (ex SICA DE LA VALLEE DE LA LYS);2020;;203062
0006103988;TDS 73;2020;58944;
0005800609;SAINT LOUIS SUCRE;2020;;307574
0005702197;SAVIEL France;2020;19265;
0006505957;MECACHIMIQUE;2020;1255;
0005701056;METAL BLANC S A;2020;;8723
0006301169;SUEZ RR IWS CHEMICALS FRANCE;2020;;2500
0005600074;Goodyear Montluçon;2020;0;629687
0005402224;COVED (ex. Ecopoles Services);2020;90;
0007207175;SYNDICAT DES EAUX;2020;;566157
0006202530;ANETT ALSACE LORRAINE (ex ANETT QUATRE);2020;0;23410
0006505483;M.A.J. Elis;2020;66680;
0006505306;LFB Biomédicaments;2020;242611;
0007404300;SYCTOM;2020;62576;81382984
0006601744;SA des EAUX MINERALES d'EVIAN;2020;17673;
0050100364;BRESSOR SA;2020;;453596
0054100473;DOMAINE DES GENETS;2020;;148
0053600436;LAITERIE DE VARENNES (SA);2020;;355665
0006103078;ALR - ACIERIES ET LAMINOIRS DE RIVES;2020;;72552
0005501252;DAREGAL;2020;0;
0054000410;ABATTOIR MUNICIPAL;2020;13429;
0006501736;ADP-CHARLES DE GAULLE;2020;138818;
0006400970;VIDAU SA;2020;6736;
0006700690;MANUFACTURE HARTMANN - EURO TF SAS;2020;;108177
0009069933;EDF - CNPE de Dampierre-en-Burly;2020;;139475920
0006000451;MAZAL;2020;500;
0006700513;BUTACHIMIE;2020;;33475368
0007001044;LACTALIS NESTLE ULTRA-FRAIS MARQUES;2020;244660;
0057400154;SOCIETE FROMAGERE D ETEAUX;2020;144452;
0007100515;Chane Hive;2020;12833;
0005600024;VICAT SA;2020;3616;678064
0005501651;FONDERIE DE BRETAGNE;2020;;14222
0010004110;HYDROCHEM;2020;754;
0006305002;Biscottes PASQUIER BRISSAC;2020;4505;
0005800635;ARLANXEO ELASTOMERES FRANCE SAS;2020;;767154
0006701190;COSMEUROP;2020;2219;
0005800902;PEINTURES SAFE;2020;;0
0006103523;OI FRANCE SAS;2020;6464;17102
0009075902;STEP - Douai;2020;;8360774
0005702038;MALTERIES SOUFFLET et AGRICULTURE;2020;;800533
0010100131;SYTRAIVAL;2020;;2576
0006102185;SAICA PACK;2020;3268;
0052300359;SE CHAVEGRAND SAS;2020;;60635
0006102791;BOURGEAT;2020;5389;
0009073802;STEP - GRENOBLE / AQUAPOLE;2020;;79889200
0006102645;AIR LIQUIDE FRANCE INDUSTRIE;2020;;81559
0006108236;KEMIRA;2020;119895;575113
0005106523;SPAT;2020;0;
0006400913;IMERYS PCC France  (ex Solvay SF ex-CCP);2020;;1200959
0005202680;SANOFI Chimie;2020;16295;
0006104027;TECHNIQUES SURFACES  REW;2020;15296;
0007402239;SECAN;2020;2159;
0006202307;LUCART SAS (ex NOVATISSUE);2020;;914105
0006503267;SUEZ EAU FRANCE flins;2020;26921;
0006104105;MONTABERT;2020;5000;
0053800107;BRIOCHE PASQUIER;2020;19074;
0022200017;DISTILLERIE NEISSON;2020;;3994
0005503522;SANDEN MANUFACTURING EUROPE;2020;;1340
0010008829;LAVOX BLN SAS;2020;20529;
0052900419;MOULIN DE LA MARCHE;2020;69903;
0005100918;SPONTEX;2020;;2384285
0006411677;SA ARNOUX & Fils;2020;1903;
0005206028;MONDELEZ FRANCE BISCUITS PRODUCTION;2020;;17857
0005300973;FROMAGERIE DE LIVAROT;2020;;113200
0006400825;ARKEMA France;2020;1243618;
0006103850;SOPRANZI GALVANISATION;2020;3613;
0006301217;EDF SA;2020;;359798400
0051700542;ARMOR PROTEINES;2020;0;60000
0006206152;TECNOLAK;2020;;110
0006103973;TOTAL RAFFINAGE France;2020;;2514496
0006700781;SOPREMA;2020;5212;1276985
0006600891;GAZECHIM;2020;819;
0058700447;SAS MADRANGE;2020;120100;
0009070603;STEU - CANNES 'AQUAVIVA';2020;17067926;0
0006802473;SAS SEDEMD;2020;0;0
0006802412;SETMI;2020;6709;60971
0005800349;ESSO RAFFINAGE;2020;;12672431
0005501389;A&P LITHOS;2020;2275;5017
0006105223;ADISSEO FRANCE SAS;2020;;3178943
0005208455;SCSO UNIKALO;2020;2200;
0005701156;MARCEL France MECANO GALVA SA;2020;;16209
0005201616;SOLEAL SAS;2020;0;219944
0005503726;GEVAL;2020;;28521
0006303944;MARIE SURGELES STEP;2020;;135451
0006404837;EveRé SAS;2020;;0
0006102074;CIAT;2020;3637;
0006103287;C TEC CONSTELLIUM TECHNOLOGY CENTER;2020;;92345
0053502429;SOCIETE BEURRIERE DE RETIERS;2020;;149783
0050100925;ATEMAX FRANCE;2020;;51384
0005800677;LAVAOUEST;2020;;28620
0006202252;CROUVEZIER DEVELOPPEMENT;2020;;139183
0005500302;PRODHYNET (S.A.);2020;59;
0006802641;Alliance Maestria;2020;2797;
0028400115;CHATEAU BLANC;2020;;23862
0005302436;SNCO;2020;3800;
0006506103;REVIMA SOA (ex CHROMALLOY);2020;172;
0006103353;HAULOTTE GROUP;2020;;272
0007001872;KNAUF Industries Nord (SAS)-(ex SOFPACK);2020;1288;
0009074401;STEP - Livery;2020;;5508665
0006104679;TEFAL SA;2020;;223850
0005201973;ENNOLYS (ex SAF-ISIS);2020;60528;
0005101077;CHANEL PARFUMS BEAUTE;2020;17855;0
0005500166;GELAGRI BRETAGNE (LOUDEAC);2020;747552;
0010001557;TEREOS FRANCE;2020;12673;
0006801130;SABLIERES DES PYRENEES (Chis);2020;;0
0005104688;EURIAL ULTRA FRAIS (SENAGRAL / SENOBLE);2020;;192177
0006401061;EDF CCG de Martigues;2020;;380669152
0006702408;SMICTOM d'Alsace Centrale;2020;9499;
0007001157;NESTLE PURINA PETCARE;2020;0;112911
0006404176;CHANTIER NAVAL DE MARSEILLE (formes 8-9);2020;12495;1750000
0006520041;INCINERIS - ESTHIMA;2020;80;
0010005083;SKF FRANCE;2020;43195;
0006104639;AD PLATING MARNAZ;2020;;5007
0006302424;ELIS ANJOU (SAS LES LAVANDIERES);2020;51730;
0006301093;ETABLISSEMENTS LOUIS TESSIER;2020;;409600
0009073305;STEP de la TESTE DE BUCH;2020;;7348831
0006506313;SHELL(ExSOCIETE DES LUBRIFIANTS DE NANT);2020;10649;14301
0006301150;SIDES;2020;136;
0005305929;CREALINE;2020;63860;
0006200617;BLG (ex ACTIS);2020;;1845
0007409099;SNCF TMV - Technicentre de Villeneuve;2020;175928;
0010600573;ORANGE EX FRANCE TELECOM;2020;0;0
0006301041;ATLANTEC TECHNOLOGIES;2020;5462;
0006500137;SIBELCO France;2020;;0
0006506824;CHANTOVENT;2020;9916;
0005901306;PSA AUTOMOBILES SA (Peugeot);2020;7444;
0005701254;FREUDENBERG SEALING TECHNOLOGIE S.A.S.;2020;594;1918
0006700462;PRODAIR ET CIE Strasbourg;2020;21392;
0006803795;SAINT ANTONIN EAUX MINERALES;2020;;3135
0005300050;SACAB_SABLIERES ET CARRIERES DU BESSIN;2020;;65299
0009073001;STEP - Le Grau-du-Roi;2020;;2266202
0006103048;RHODIA OPERATIONS;2020;;913197
0005401349;SEB - Is/Tille Champ Besançon;2020;;15512
0005800295;HOWA TRAMICO;2020;2979;17415
0007002729;BARDUSCH - TBN FontaineND;2020;27701;
0057400015;ENTREMONT SAS;2020;52114;
0005805448;CEMEX;2020;0;0
0007202566;S.E.C.O.;2020;4251;
0009078304;STATION D'EPURATION ALMANARRE HYERES CARQUEIRANNE;2020;0;4537559
0006802170;DANONE FRANCE  Sas;2020;30481;
0007002546;ROQUETTE Frères;2020;;10370854
0006503249;SUEZ EAU FRANCE FRANCE;2020;83432;
0009076903;STEP - VILLEFRANCHE SUR SAONE;2020;;3907958
0007001030;SICAL;2020;;252074
0010001092;ECO-LOGISTIQUE Réemploi;2020;;19324
0006207812;FAURECIA SAS;2020;1176;
0006300063;CHARIER CM - CARRIERES ET MATERIAUX;2020;;589725
0007000056;CBS SAS.;2020;;9875846
0006104439;CARBONE SAVOIE;2020;90630;
0005702721;SAICA PAPER EL;2020;;1521547
0006802424;SOCIETE TRAITEMENTS CHIMIQUES DES METAUX;2020;6241;
0005101032;PASTACORP (ex RCL - RIVOIRE);2020;;13303
0057201662;LDC;2020;617030;0
0055603496;KERMENE;2020;50102;
0050100790;COMPAGNIE DES FROMAGES ET RICHES MONTS;2020;45583;
0007002799;MENISSEZ FRAIS SAS;2020;20275;
0007100728;YONG boulangerie;2020;11950;
0007000918;TOTAL Raffinage France SA;2020;0;318710
0006501529;HELIO PRINT (ex H2D ex QUEBECOR );2020;6133;51150
0057900108;ELIVIA BRESSUIRE VIANDES (Abattoir);2020;59375;
0009076902;STEP - Lyon - Saint Fons;2020;0;63749520
0006506503;RATP;2020;750;
0006502662;COSMEVA;2020;10223;
0006301135;SMURFIT KAPPA FRANCE SAS;2020;349;
0006802405;SATYS SURFACE TREATMENT Toulouse (PRODEM;2020;;2481
0005600332;MANUF FRANC PNEUMATIQ MICHELIN;2020;10154;
0005701609;SAS GIVAUDAN France;2020;93295;
0005302882;SIRAC;2020;;48118
0010700539;CEMOI CONFISEUR;2020;10321;
0006301263;GALLIANCE FALLERON;2020;26814;
0007002301;Eaux minérales de St Amand - Sc Thermal;2020;4350;0
0006401641;HARIBO RICQLES ZAN;2020;917;
0005204306;SIBELCO France SAS;2020;;8503
0006600042;CHIMIREC-SOCODELI CARCASSONNE;2020;;660
0005600463;EUROAPI;2020;;1318283
0006300283;CHARIER CM - CARRIERES ET MATERIAUX;2020;;391800
0006802188;Récaéro;2020;254;
0006304213;ATM PETFOOD;2020;0;0
0052904352;EUROSERUM;2020;1353758;
0006700596;TIMMEL FRERES;2020;32825;
0007002299;SOUP'IDEALE;2020;31705;
0010000504;LHOIST FRANCE OUEST;2020;;443760
0006807009;EURALIS GASTRONOMIE SAS;2020;;240940
0055601300;JOSSELIN PORC ABATTAGE SA;2020;;410144
0007002879;LENGLET Raillencourt;2020;34719;
0006401317;S.A.S. DURANCE GRANULATS;2020;;0
0005301826;PAPECO;2020;;162702
0005402664;EDIB;2020;28110;
0006103190;PEC TREDI;2020;;598516
0006201748;URSA France SAS;2020;1367;
0006110007;COSMOPAR SA;2020;2170;49449
0058601079;MARIE SURGELES;2020;48429;
0006102270;UNILEVER FRANCE HPC INDUSTRIES;2020;3945;
0005301340;CARRIERE BAUDOUIN;2020;;160000
0010000642;CCMP;2020;942;
0006109936;TEC'CHIM;2020;4483;
0005200378;VALBOM;2020;15741;80806
0010000662;DELPY CHROMELEC;2020;7518;
0006302572;CHARCUTERIE VENDEENNE SA;2020;;40876
0007300006;DPLC;2020;;10828
0005502783;LAFARGE HOLCIM Granulats;2020;;306398
0006302371;PRODIA OUEST;2020;;21279
0007001036;Centre Hospitalier Universitaire;2020;178758;
0006303603;CHATEAUNEUF CUIRS;2020;7805;
0007000635;BEFESA  VALERA SAS;2020;;24310
0007000024;SCD SARL.;2020;;1992887
0005900388;COEURDOR Groupe Surfaces Synergies;2020;3068;
0018300005;TIRU-Groupe EDF- UTVE ARC IRIS;2020;0;0
0005100096;MATERNE;2020;;204706
0046900015;DELPHARM BIOTECH;2020;276;
0006506498;VALO'MARNE (EX CIE);2020;97478;
0010001048;LAV'INDUS;2020;6145;
0007000991;HERTA;2020;409506;
0005700724;MC CAIN ALIMENTAIRE;2020;;719616
0005100189;TATA STEEL BATIMENTS ET SYSTEMES SAS;2020;;28454
0058502303;DELPEYRAT;2020;1500;37943
0010800229;CENTRE HOSPITALIER ANNECY GENEVOIS;2020;8137;
0006300918;YARA FRANCE;2020;5411;682068
0010001744;DURALEX INTERNATIONAL;2020;26715;
0053503229;KERVALIS;2020;;89967
0006109920;BRIOCHE PASQUIER ETOILE;2020;26820;
0055301256;VOLAILLES REMI RAMON (LES);2020;0;108844
0005600368;AUBERT & DUVAL Issoire;2020;;29684
0010001810;SUEZ RV OSIS OUEST;2020;;277
0009077402;SERTE Station Epuration  - THONON LES BAINS;2020;7716226;
0006104663;SAEME DANONE EAUX FRANCE;2020;19889;186451
0005601452;SOURCES du MONT DORE en AUVERGNE;2020;;23973
0005502536;GUENNEAU (SARL);2020;;151345
0006804068;SOCIETE DES EAUX MINERALES DE LUCHON SAS;2020;33603;
0007001176;LESAFFRE (Société Industrielle);2020;;5084482
0006201729;ARCELORMITTAL ATLANTIQUE ET LORRAINE;2020;;359604
0006600923;CAMERON;2020;2481;
0006400463;AZUR DISTILLATION;2020;0;
0010005898;BS ENVIRONNEMENT;2020;3548;
0006701189;PIERRETTE TBA - ELIS;2020;61293;
0005601427;SETFORGE GAUVIN SOCIETE NOUVELLE;2020;3715;
0006104374;MITHIEUX ET FILS;2020;33141;
0006400635;HEINEKEN ENTREPRISE;2020;290733;
0006301138;ORTEC SERVICES ENVIRONNEMENT;2020;20155;2570
0010001341;MAURY EUROLIVRES;2020;;5675
0010100172;ALLAINE SA;2020;;109004
0005302603;SEQENS;2020;;140642
0006702151;SOJINAL;2020;271465;
0005402869;VALLOUREC UMBILICALS VU1 (ancien);2020;1051;
0006103539;SOLUSTIL;2020;8910;
0006400904;CHAUX DE PROVENCE SACAM;2020;;0
0009069901;EDF - CNPE du Blayais;2020;;4718501400
0007002271;AUCHAN;2020;62976;
0009000037;BA 123 Orléans;2020;0;
0007203048;CPK Production France (ex Mondelez);2020;21676;
0005201906;AQUITAINE LEGUMES SURGELES SAS;2020;;129851
0006201759;ARKEMA FRANCE;2020;1587645;
0040000024;Electricité De Mayotte - EDM;2020;;1241
0022100053;SOCREMA;2020;;40312
0006601595;LG - Espira;2020;0;0
0006103824;SNCF Mobilités TECHNICENTRE DE LYON;2020;53515;
0005502142;MICHELIN  Vannes;2020;;118989
0010002256;MFB - MALTERIES FRANCO-BELGES;2020;;382997
0005501795;UFM - UNION FERMIERE MORBIHANNAISE SAS;2020;281841;
0054200012;LACTALIS NESTLE ULTRA FRAIS MARQUES;2020;;171892
0006301072;GREYSTAL (ex EURAMAX);2020;3813;
0005502830;PIGEON CARRIERES SAS;2020;;45620
0006105003;MAJ ELIS LOIRE;2020;51442;
0010000037;DOM RONIS;2020;1347;
0007001139;C&D FOODS France;2020;78079;
0006200817;INNOSPEC PERFORMANCE CHEMICALS;2020;;538873
0005201026;SMICOTOM;2020;;18526
0005202758;AIR LIQUIDE FRANCE INDUSTRIES;2020;;25058
0005701082;TREFIMETAUX SAS;2020;;400000
0006201795;ALTUGLAS INTERNATIONAL;2020;447;
0005805802;LAVA;2020;;20429
0052100705;GROUPE BIGARD;2020;82807;
0005900530;PREVAL HD UIOM;2020;1503;
0005600087;DECO-GALVA;2020;1237;
0053501963;SOCIETE BRIENT;2020;51402;
0056700825;ILLER DISTRIBUTION;2020;7590;
0006200307;NOVACARB;2020;8167;21166792
0054401527;DELABLI - Division DELPIERRE;2020;97483;
0006900260;ARIANESPACE;2020;;4930
0006103750;BENTA LYON;2020;51397;
0053100317;ABATTOIR LES FERMIERS OCCITANS REVEL;2020;10899;
0005600333;MANUF FRANC PNEUMATIQ MICHELIN;2020;;1929
0007002909;WEB TECH;2020;14;
0006102819;G.T.A.;2020;126685;
0006700176;HELMBACHER SABLIERES Valff;2020;;914688
0050700008;NUTRITION ET SANTE;2020;4260;
0005500194;SAS LE PLENIER BOSCHER;2020;;268420
0005200998;MEDA  MANUFACTURING SAS;2020;33261;
0007002548;SI GROUP-BETHUNE;2020;;73621
0006405070;S.A.Boulangerie NEUHAUSER;2020;6688;0
0006301613;FLEURY MICHON LS;2020;;73424
0006400402;SAINT-GOBAIN ISOVER;2020;265;237848
0006001296;GEBERIT PRODUCTION EX ALLIAGES CERAMIQUE;2020;2137;4688
0006306874;BLANCHISSERIE DU MAINE;2020;10492;
0005301114;DIEUZY FRERES;2020;32450;
0006201887;ArcelorMittal France - Train à chaud;2020;;1625570
0010000073;BEAUFOUR IPSEN INDUSTRIE;2020;51341;0
0009074202;STEU - ROANNE - Les 3 Ponts;2020;;8734149
0006103386;CENTRE HOSPITALIER DE ROANNE;2020;11789;
0055603721;SOCIETE LAITIERE DE PONTIVY;2020;;377282
0006500251;SAMIN;2020;0;0
0005701087;A SCHULMAN PLASTICS;2020;;3647
0005101448;DESRUES;2020;7729;
0006700903;DS SMITH PACKAGING (ex-SCA);2020;5494;56770
0053500033;ETABLISSEMENTS JEAN BRIENT;2020;;91713
0006103181;RUBIS TERMINAL;2020;;14877
0006301299;NORPAPER NANTES;2020;539423;
0006410537;TRANSFIX  SA;2020;1588;
0005800699;COOPER STANDARD FRANCE Etb LILLEBONNE;2020;1516;523965
0005204261;SOCIETE DEPARTEMENTALE DES CARRIERES-SDC;2020;0;0
0005401252;FPT POWERTRAIN TECHNOLOGIES FRANCE SA;2020;;117658
0006103400;SAFRAN AEROTECHNICS;2020;;176
0006104664;PAPETERIES DU LEMAN S.A.;2020;;2409407
0050100525;AU CHAPON BRESSAN SAS;2020;1111;
0006700583;RICOH INDUSTRIE FRANCE;2020;12017;87521
0006400990;KEM ONE France;2020;;2167851
0006103461;PROTEC METAUX;2020;3675;
0005202639;BEARN URBASER ENERGIE;2020;155201;
0016500087;SYMPTTOM Monistrol sur Loire - ISDND;2020;9018;
0006700299;GRAVIERE DES ELBEN;2020;;0
0006104682;CEREAL PARTNERS FRANCE;2020;106692;
0010000119;CLIP (Cie Labo Indust du Perche);2020;0;7080
0022200044;SARA raffinerie;2020;;69803
0053501216;GATINE VIANDES;2020;319394;
0022200221;PROCHIMIE INDUSTRIE S.A.S;2020;511;
0005106144;UNITHER;2020;66523;
0007001673;DURAND PRODUCTION;2020;425;4859
0006302293;FROMAGERIE DE VIHIERS;2020;;52218
0052902597;PRIMEL GASTRONOMIE;2020;2464;72946
0006112175;HOSPICES CIVILS DE LYON;2020;37195;
0007100563;SPHB;2020;15160;
0053503230;SOCIETE VITREENNE D'ABATTAGE;2020;;391484
0007206660;SAS SABLIERES DE GOUEX;2020;0;0
0006505345;NOVERGIE Ile-de-France CVE d'argenteuil;2020;36536;
0006103699;EDILIANS ex IMERYS TC;2020;;3472
0005402093;GSM BOURGOGNE;2020;;200000
0005702707;LEBRONZE ALLOYS;2020;5193;29221
0005400022;EQIOM;2020;;0
0010000008;BERNARDY;2020;;9322
0005302264;LISI AUTOMOTIVE NOMEL;2020;;26145
0009069906;EDF - Site de Brennilis;2020;;563086
0006306040;BRIO'GEL;2020;5025;
0005903713;JURA TERROIR SAS;2020;59882;
0006103721;Polytechnyl;2020;57096;1427034
0006202541;VISKASE;2020;;762612
0005800574;LUBRIZOL ROUEN;2020;0;43175
0006700208;MICHEL Baldersheim;2020;;0
0006110636;ANNEMASSE LES VOIRONS AGGLOMERATION;2020;;7458326
0006700469;CONSTELLIUM NEUF BRISACH;2020;;15258708
0016300113;TRAITEMENT DE SURFACE CLERMONTOIS;2020;3258;
0054201183;DESPIERRES S.A.S;2020;4414;
0006400528;CHARLES FARAUD;2020;114928;
0005206758;LDC AQUITAINE (SA);2020;118481;
0005401359;SALZGITTER Mannesmann Stainless Tubes;2020;1211;67414
0005201464;SITCOM côte sud des Landes;2020;1457;
0007001045;CARGILL HAUBOURDIN SAS;2020;613864;10223696
0006802944;ARIANEGROUP (ex HERAKLES);2020;;1119048
0052900036;JEAN PIERRE TALLEC L'HERITAGE DU GOUT;2020;28107;
0005701377;ENTREMONT - MONTIGNY;2020;26986;
0007403769;SEMMARIS;2020;341748;
0005102374;BONDUELLE EUROPE LONG LIFE;2020;;3822739
0010100230;COURANT SAS;2020;;94958
0010004440;COMMUNAUTE COMMUNES  LOCHES SUD TOURAINE;2020;;4132
0005801081;SERAF;2020;;15439
0007001665;DUMORTIER P. et Frères;2020;6721;
0006703165;JUNGBUNZLAUER (JBL);2020;1074352;
0005503651;KERMENE;2020;72329;
0005901195;CF2P SAS (ex IKEA INDUSTRY FRANCE);2020;30;
0006802339;YEO FRAIS;2020;329624;
0005500558;BREST SURFACES TECHNOLOGIE;2020;3548;
0005102885;CEMEX Granulats;2020;;301158
0006107952;PODIS;2020;8639;
0006301335;COOP SYND DISTILLAT THOUARCE;2020;;12334
0005201691;GASCOGNE PAPIER;2020;;5967192
0006700207;GRAVIERES ET TRAVAUX PUBLICS DE LA THUR;2020;116115;
0006104358;SAVOIE DECHETS;2020;9898;
0010013354;SYVALORM LOIR ET SARTHE;2020;;9886
0007006492;ALIPHOS ROTTERDAM BV;2020;;63198
0006200745;BERGERE DE FRANCE;2020;24316;
0009000024;BA 125 Istres;2020;199140;0
0005803829;GRANDE PAROISSE SA;2020;;411149
0006304426;NAVAL Group;2020;10066;
0056900178;SEDE ENVIRONNEMENT;2020;2961;
0006900447;AVIO GUYANE;2020;;150
0005100364;GODIN;2020;2377;
0005202344;TOYAL EUROPE SASU;2020;;19096
0006301007;HERBIGNAC CHEESE INGREDIENTS;2020;;482871
0006600526;GRAP'SUD;2020;;69256
