identifiant;nom_etablissement;numero_siret;adresse;code_postal;commune;departement;region;coordonnees_x;coordonnees_y;code_epsg;code_ape;libelle_ape;code_eprtr;libelle_eprtr
0006303069;LASSARAT;35550229500247;ZI des Noës;44550;MONTOIR-DE-BRETAGNE;LOIRE-ATLANTIQUE;PAYS-DE-LA-LOIRE;312798.000000;6704186.000000;2154;4334Z;Travaux de peinture et vitrerie;;
0006506347;SOPROREAL;38306966300029;2-12 RUE BLAISE PASCAL, ZI Les mardelles;93600;AULNAY-SOUS-BOIS;SEINE-SAINT-DENIS;ILE-DE-FRANCE;662210.000000;6872315.000000;2154;2042Z;Fabrication de parfums et de produits pour la toilette;;
0005701339;FORGES DE COURCELLES;33052582500015;23 rue du 11 novembre, BP 9;52800;NOGENT;HAUTE-MARNE;GRAND-EST;873073.000000;6772332.000000;2154;2550A;Forge, estampage, matriçage ,  métallurgie des poudres;;
0010008480;GIP Centre de Traitement Textile 28;18283705400010;6 Bis Rue Claude Bernard;28630;LE COUDRAY;EURE-ET-LOIR;CENTRE;589660.000000;6814695.000000;2154;9601A;Blanchisserie-teinturerie de gros;;
0010001209;BODYCOTE;69678042800376;Avenue Clos Neuf, Zone Actiloire;45190;BEAUGENCY;LOIRET;CENTRE;597867.000000;6743900.000000;2154;2561Z;Traitement et revêtement des métaux;;
0006202114;UNION LAITIERE VITTELOISE;78342327000017;718 rue Division Leclerc;88140;BULGNEVILLE;VOSGES;GRAND-EST;909726.000000;6793115.000000;2154;1051C;Fabrication de fromage;8.(c);Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle)
0006600760;IRIS;42197918800016;1126a avenue du Moulinas;30340;SALINDRES;GARD;OCCITANIE;791977.000000;6340767.000000;2154;8299Z;Autres activités de soutien aux entreprises n.c.a.;;
0006605278;LA GLORIETTE DISTRIBUTION SAS;63262115700049;ZI Domitia Sud, 189 avenue Georges Besse;30300;BEAUCAIRE;GARD;OCCITANIE;831757.000000;6300431.000000;2154;4675Z;Commerce de gros (commerce interentreprises) de produits chimiques;;
0006802340;SUEZ RV OSIS SUD EST;95752847400449;8, impasse Didier Daurat;31400;TOULOUSE;HAUTE-GARONNE;OCCITANIE;578098.000000;6275234.000000;2154;3700Z;Collecte et traitement des eaux usées;;
0006700446;AMCOR Speciality Cartons France SAS;30257281300012;2 rue des Violettes, ZI;68190;UNGERSHEIM;HAUT-RHIN;GRAND-EST;1022354.000000;6761638.000000;2154;1812Z;Autre imprimerie (labeur);9.(c);Installations destinées au traitement de surface de matières, d'objets ou de produits à l'aide de solvants organiques, notamment pour les opérations d'apprêt, d'impression, de revêtement, de dégraissage, d'imperméabilisation, de collage, de peinture, de nettoyage ou d'imprégnation d'une capacité de consommation de 150 kg par heures ou 200 tonnes par an
0006104881;SUEZ RV Loire Métaux (ex.Ondaine Métaux);35218442800030;Rue de l'Ondaine;42500;LE CHAMBON-FEUGEROLLES;LOIRE;AUVERGNE-RHONE-ALPES;801953.000000;6478054.000000;2154;3832Z;Récupération de déchets triés;;
0007202437;BELLAVOL SAS;43408040400024;Rue des Grands Champs, ZI de la Gare;79320;MONCOUTANT;DEUX-SEVRES;NOUVELLE-AQUITAINE;425527.000000;6631352.000000;2154;1091Z;Fabrication d'aliments pour animaux de ferme;8.(b).(ii);matières premières végétales d'une capacité de production de produits finis de 300 tonnes par jour (valeur moyenne sur une base trimestrielle)
0006103844;RENAULT TRUCKS SAS;95450607700120;402 avenue Charles de Gaulle;69200;VENISSIEUX;RHONE;AUVERGNE-RHONE-ALPES;847685.000000;6514362.000000;2154;2910Z;Construction de véhicules automobiles;;
0005201973;ENNOLYS (ex SAF-ISIS);38901349100011;Zone artisanale;40140;SOUSTONS;LANDES;NOUVELLE-AQUITAINE;351558.000000;6303568.000000;2154;1089Z;Fabrication d'autres produits alimentaires n.c.a.;4.(a).(ii);hydrocarbures oxygénés, notamment les alcools, aldéhydes, cétones, acides carboxyliques, esters, acétates, éthers, peroxydes, résines époxydes
0005803728;LE HAVRE SEINE METROPOLE;20008495200023;120, rue Cuvier;76050;LE HAVRE;SEINE-MARITIME;NORMANDIE;492455.000000;6937750.000000;2154;3821Z;Traitement et élimination des déchets non dangereux;5.(b);Installations destinées à l'incinération des déchets non dangereux dans le cadre de la directive 2000/76/CE du Parlement européen et du Conseil du 4 décembre 2000 sur l'incinération des déchets d'une capacité de 3 tonnes par heure
0005701569;SUEZ RR IWS CHEMICALS FRANCE;44454844000122;AV DES TEMPLES;51370;SAINT-BRICE-COURCELLES;MARNE;GRAND-EST;772262.000000;6909320.000000;2154;3822Z;Traitement et élimination des déchets dangereux;5.(a);Installations pour la valorisation ou l'élimination des déchets dangereux recevant 10 tonnes par jour
0009000017;12° base de soutien du matériel;13000873300011;Route du camp;36100;NEUVY-PAILLOUX;INDRE;CENTRE;1.858363;46.886213;4326;8422Z;Défense;2.(f);Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3
0005517437;SECHE HEALTHCARE;43191962000036;ZAC La Forge;35590;SAINT-GILLES;ILLE-ET-VILAINE;BRETAGNE;341214.000000;6794940.000000;2154;3812Z;Collecte des déchets dangereux;5.(a);Installations pour la valorisation ou l'élimination des déchets dangereux recevant 10 tonnes par jour
0005904718;ALPHA CARBONE;51914284800018;ZA SICTOM de Dole;39100;AUTHUME;JURA;BOURGOGNE-FRANCHE-COMTE;890618.000000;6671109.000000;27572;3900Z;Dépollution et autres services de gestion des déchets;;
0005515511;SMICTOM Centre Ouest;25350099500019;ZA, Pont de Trégu;35380;PLELAN-LE-GRAND;ILLE-ET-VILAINE;BRETAGNE;321431.000000;6779810.000000;27572;3811Z;Collecte des déchets non dangereux;;
0003201891;HAUBTMANN;53849365100029;ZAC de l'Orme Les Sources, 3 rue Adrienne Bolland -;42160;ANDREZIEUX-BOUTHEON;LOIRE;AUVERGNE-RHONE-ALPES;801775.000000;6494273.000000;4326;1812Z;Autre imprimerie (labeur);;
0003701973;Société Poux;47892165300026;2 voie hélios, ZI Lavigne;31190;AUTERIVE;HAUTE-GARONNE;OCCITANIE;574068.000000;6253233.000000;4326;4532Z;Commerce de détail d'équipements automobiles;;
0006412666;ISDI Bourguignon-Bas;38807757000041;Lieu-dit Bourguignon-Bas;83440;MONTAUROUX;VAR;PROVENCE-ALPES-COTE-D'AZUR;1007045.000000;6284932.000000;4326;4211Z;Construction de routes et autoroutes;;
0006506067;SEPANOR;70201041400028;55 rue d'épluches, ZI Industrielle des Epluches;95310;SAINT-OUEN-L'AUMONE;VAL-D'OISE;ILE-DE-FRANCE;636318.000000;6885074.000000;2154;2399Z;Fabrication d'autres produits minéraux non métalliques n.c.a.;;
0003801009;COGESTAR 3 - MC Cain HARNES;45650053700018;Parc d'entreprise de la Motte du Bois, Rue Pierre Jacquart;62440;HARNES;PAS-DE-CALAIS;HAUTS-DE-FRANCE;693724.000000;7040720.000000;4326;3530Z;Production et distribution de vapeur et d'air conditionné;;
0003700628;GILLIS TS;53239700700032;33 route de Toulouse;82170;DIEUPENTALE;TARN-ET-GARONNE;OCCITANIE;561289.000000;6308241.000000;4326;2562B;Mécanique industrielle;;
0059700566;SALAISONS MAK-YUEN SARL;42866346200011;3, Rue Montaigne_Z.A.Trois-Mares;97430;Le Tampon;REUNION;REUNION;350300.000000;7652400.000000;4326;1013A;Préparation industrielle de produits à base de viande;;
0006406316;SAS  VALEOR;72285007000045;Lieu dit La Gagère, RD 79;83340;CABASSE;VAR;PROVENCE-ALPES-COTE-D'AZUR;962668.000000;6267149.000000;4326;3821Z;Traitement et élimination des déchets non dangereux;;
0006516692;SITREVA;25280334100293;Avenue du 14 juillet 1789, Lieudit La Gaudrée;91410;DOURDAN;ESSONNE;ILE-DE-FRANCE;627854.000000;6824970.000000;4326;3821Z;Traitement et élimination des déchets non dangereux;;
0005507463;SOHIER ENVIRONNEMENT;34022632300012;zone artisanale Parpareux;22600;LOUDEAC;COTES-D'ARMOR;BRETAGNE;272328.000000;6802354.000000;2154;4311Z;Travaux de démolition;;
0005800678;GCA LOGISTICS LE HAVRE;33518782900023;LES HERBAGES;76170;LILLEBONNE;SEINE-MARITIME;NORMANDIE;521063.000000;6935249.000000;2154;5210B;Entreposage et stockage non frigorifique;;
0006802997;REDON Karine;31856476200025;ZI Dardenne, Les Cloutets;82240;SEPTFONDS;TARN-ET-GARONNE;OCCITANIE;587877.000000;6342549.000000;4326;3831Z;Démantèlement d'épaves;;
0007406832;YPREMA;35038045700076;7, route du môle Central;92230;GENNEVILLIERS;HAUTS-DE-SEINE;ILE-DE-FRANCE;647413.000000;6871707.000000;4326;0812Z;Exploitation de gravières et sablières, extraction d'argiles et de kaolin;;
0003702726;SCOPELEC;78417602600614;18 rue du Négoce;31650;SAINT-ORENS-DE-GAMEVILLE;HAUTE-GARONNE;OCCITANIE;581080.000000;6274941.000000;27572;2630Z;Fabrication d'équipements de communication;;
0006516143;PROLOGIS  FRANCE XCV Eurl;49986987300038;Parc logistique des Chevrons, Avenue Paul Delouvrier;77550;MOISSY-CRAMAYEL;SEINE-ET-MARNE;ILE-DE-FRANCE;669254.000000;6835081.000000;2154;6820B;Location de terrains et d'autres biens immobiliers;;
0006508104;PROLOGIS FRANCE IX EURL;42451865200039;Lieu-dit La Mare au Poirier 2000, RD 57, Parc d'activités de Chanteloup;77550;MOISSY-CRAMAYEL;SEINE-ET-MARNE;ILE-DE-FRANCE;669057.000000;6838192.000000;2154;4110C;Promotion immobilière d'autres bâtiments;;
0007100759;ILEVA;20004534200017;Lieu-dit Du Velours, chemin Charette, Pierrefonds;97410;Saint-Pierre;REUNION;REUNION;337740.000000;7641173.000000;4326;3821Z;Traitement et élimination des déchets non dangereux;;
0024700075;RIFFIER DRAGAGE;82235972500055;zone portuaire Sud;71000;MACON;SAONE-ET-LOIRE;BOURGOGNE-FRANCHE-COMTE;840618.000000;6577821.000000;2154;0812Z;Exploitation de gravières et sablières, extraction d'argiles et de kaolin;;
0010008230;GEODIS_DUSOLIER CALBERSON;05420041500278;ZAC Papillon, 310 rue Morane Saulnier;37210;PARCAY-MESLAY;INDRE-ET-LOIRE;CENTRE;528260.000000;6707843.000000;2154;5229A;Messagerie, fret express;;
0005302924;LEPICARD AGRICULTURE;97708003500016;Route de Falaise;61160;TRUN;ORNE;NORMANDIE;481722.000000;6864850.000000;4326;4621Z;Commerce de gros (commerce interentreprises) de céréales, de tabac non manufacturé, de semences et d'aliments pour le bétail;;
0005401185;SAICA PACK;63203998800134;ZI Beaune-Vignolles;21200;BEAUNE;COTE-D'OR;BOURGOGNE-FRANCHE-COMTE;841640.000000;6659540.000000;4326;1721A;Fabrication de carton ondulé;;
0005512509;SMICTOM HAUT TREGOR;20006592800018;lieu-dit le quillio;22220;MINIHY-TREGUIER;COTES-D'ARMOR;BRETAGNE;238834.000000;6870191.000000;2154;3811Z;Collecte des déchets non dangereux;;
0009000354;54°régiment d'artillerie;15400058200010;avenue du XVe corps;83400;HYERES;VAR;PROVENCE-ALPES-COTE-D'AZUR;956839.760000;6231190.300000;27572;8422Z;Défense;;
0007003375;Société Nouvelle Woestelandt;30008953900021;4 Route de Booneghem;59143;NIEURLET;NORD;HAUTS-DE-FRANCE;649512.000000;7077192.000000;4326;2332Z;Fabrication de briques, tuiles et produits de construction, en terre cuite;;
0006114491;BREF DECAPAGE;35070202300036;11 RUE VAUCANSON;69150;DECINES-CHARPIEU;RHONE;AUVERGNE-RHONE-ALPES;850573.000000;6518953.000000;2154;2561Z;Traitement et revêtement des métaux;;
0006207902;TTM ENVIRONNEMENT (ex RECYWASTE ENV);45127481500021;6, rue Denis Papin, ZI;57690;CREHANGE;MOSELLE;GRAND-EST;961504.000000;6889406.000000;2154;3832Z;Récupération de déchets triés;;
0010006429;HAMON THERMAL EUROPE;33169350700047;Zone Industrielle, 5, Rue des Chênes;28290;ARROU;EURE-ET-LOIR;CENTRE;560791.000000;6779977.000000;4326;2825Z;Fabrication d'équipements aérauliques et frigorifiques industriels;;
0006311081;PICOTY OUEST;38792477200081;22 Rue David d'Angers;49680;SAUMUR;MAINE-ET-LOIRE;PAYS-DE-LA-LOIRE;467225.000000;6689202.000000;4326;4778B;Commerces de détail de charbons et combustibles;;
0052400552;AUCHAN FRANCE;41040946000533;AUCHAN PERIGUEUX MARSAC - BP 226, Zone Peri Ouest;24430;MARSAC-SUR-L'ISLE;DORDOGNE;NOUVELLE-AQUITAINE;516119.000000;6457548.000000;4326;4711F;Hypermarchés;;
0053800107;BRIOCHE PASQUIER;33374856400015;BRIOCHE PASQUIER CHARANCIEU, Les Eplagnes, BP 12 RD1075;38490;CHARANCIEU;ISERE;AUVERGNE-RHONE-ALPES;902016.000000;6495677.000000;4326;1071A;Fabrication industrielle de pain et de pâtisserie fraîche;;
0005514166;DECHETTERIE de PLOERMEL;24561434200013;Rue Denis Papin, ZI du Bois Vert;56800;PLOERMEL;MORBIHAN;BRETAGNE;299044.000000;6772848.000000;4326;8411Z;Administration publique générale;;
0006605307;BERMOND NUTRITION SAS;42031201900029;256 chemin des Bois, Lieu-dit Lauret et Barjagole;30730;SAINT-BAUZELY;GARD;OCCITANIE;795862.000000;6314232.000000;4326;1091Z;Fabrication d'aliments pour animaux de ferme;;
0006810587;SURPLUS MOTOS;51900247100026;68 rue René Panhard - ZIR Mas de Rest, ZA n° 33 - 66 - 67 et 68 partiellement;81600;GAILLAC;TARN;OCCITANIE;613364.000000;6314651.000000;2154;4677Z;Commerce de gros (commerce interentreprises) de déchets et débris;;
0005214160;SIVOM (Biscarrosse Bourg);24400027900061;Lieu-dit Trappe;40600;BISCARROSSE;LANDES;NOUVELLE-AQUITAINE;366748.000000;6375438.000000;4326;8411Z;Administration publique générale;;
0006410812;DS Recyclage;37801121700015;Zone d'activités de la Crau, Chemin de la Crau;13670;SAINT-ANDIOL;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE-D'AZUR;857135.000000;6305235.000000;2154;3832Z;Récupération de déchets triés;;
0007201435;LISI AEROSPACE (Ex-FORGES DE BOLOGNES);84542028000024;ZI de la Chauvelière, 11 RUE GUSTAVE EIFFEL   CS 10044;79200;PARTHENAY;DEUX-SEVRES;NOUVELLE-AQUITAINE;454130.000000;6621004.000000;2154;2550A;Forge, estampage, matriçage ,  métallurgie des poudres;;
0006504473;SMS Marcoussis;77566217400041;LA PLAINE DU DELUGE, 91363003;91460;MARCOUSSIS;ESSONNE;ILE-DE-FRANCE;639561.000000;6838810.000000;2154;0812Z;Exploitation de gravières et sablières, extraction d'argiles et de kaolin;;
0010006350;AMBOISE POUDRAGE INDUSTRIEL API;44762351300010;1, rue Théodore Coupier, ZI la Boitardière Est;37400;AMBOISE;INDRE-ET-LOIRE;CENTRE;550618.000000;6703768.000000;27572;2561Z;Traitement et revêtement des métaux;;
0007002570;PAPREC NORD VGF (ex GIBERT  RECYCLAGE);42163053400012;PORT FLUVIAL DE BETHUNE BEUVRY;62400;BETHUNE;PAS-DE-CALAIS;HAUTS-DE-FRANCE;676877.000000;7048790.000000;2154;3832Z;Récupération de déchets triés;;
0006900242;ARIANESPACE;31851645700054;Centre Spatial Guyanais;97310;KOUROU;GUYANE;GUYANE;304018.000000;579516.000000;2971;5122Z;Transports spatiaux;;
0005602989;ECOTITANIUM;80111839900014;RD62 - Lieu dit La Bruyère;63780;SAINT-GEORGES-DE-MONS;PUY-DE-DOME;AUVERGNE-RHONE-ALPES;688095.000000;6535459.000000;2154;2599B;Fabrication d'autres articles métalliques;;
0006900474;ESPACES CLAUZEL;40312194000023;Cogneau-Lamirande;97351;MATOURY;GUYANE;GUYANE;354597.000000;538216.000000;4326;8130Z;Services d'aménagement paysager;;
0006204989;IKEA DISTRIBUTION FRANCE;35170529800021;RUE DU TROU AUX  SERPENTS;57140;LA MAXE;MOSELLE;GRAND-EST;932720.000000;6898777.000000;2154;5210B;Entreposage et stockage non frigorifique;;
0058700070;LIMOVIN SAS;48276457800027;1, rue Maryse Bastié;87300;BELLAC;HAUTE-VIENNE;NOUVELLE-AQUITAINE;549395.000000;6560414.000000;2154;1011Z;Transformation et conservation de la viande de boucherie;;
0006505010;JOC AUTO;35086356900025;46 route de Villededon;91250;SAINTRY-SUR-SEINE;ESSONNE;ILE-DE-FRANCE;663311.000000;6832361.000000;2154;3832Z;Récupération de déchets triés;;
0006513048;VEOLIA EAU;35229286600055;Chemin Fin d'Oise, Lieudit Le Grand Clos;95000;NEUVILLE-SUR-OISE;VAL-D'OISE;ILE-DE-FRANCE;632156.000000;6878531.000000;4326;3700Z;Collecte et traitement des eaux usées;;
0003103857;site de Fougueyrolles;30839335400029;Lieu-dit Le Vieux Château Nord;33220;FOUGUEYROLLES;DORDOGNE;NOUVELLE-AQUITAINE;477495.000000;6423367.000000;4326;0812Z;Exploitation de gravières et sablières, extraction d'argiles et de kaolin;;
0005515509;SMICTOM Centre Ouest;25350099500019;La Croix Saint-Joseph;35360;MONTAUBAN;ILLE-ET-VILAINE;BRETAGNE;326181.000000;6800672.000000;27572;3811Z;Collecte des déchets non dangereux;;
0054100535;ZOO PARC DE BEAUVAL;38357843200015;Beauval;41110;SAINT-AIGNAN;LOIR-ET-CHER;CENTRE;575036.000000;6684181.000000;4326;9104Z;Gestion des jardins botaniques et zoologiques et des réserves naturelles;;
0010012694;KUEHNE+ NAGEL (COVICARGO ex CARREFOUR);33358346601886;Rue des 36 Mines, Zone d'Activité Interdépartementale d'Artenay Pourpy;28140;POUPRY;EURE-ET-LOIR;CENTRE;614970.000000;6778220.000000;2154;5210B;Entreposage et stockage non frigorifique;;
0010500132;CORAM - CARECO;33149582000010;Rocade Ouest - Crêt Maréchal;42230;ROCHE-LA-MOLIERE;LOIRE;AUVERGNE-RHONE-ALPES;804740.000000;6482992.000000;4326;4511Z;Commerce de voitures et de véhicules automobiles légers;;
0005211552;Béarn Environnement;39343920300034;Rue Saint-Exupéry, ZAC Monhauba III;64230;LESCAR;PYRENEES-ATLANTIQUES;NOUVELLE-AQUITAINE;421174.000000;6252037.000000;2154;3822Z;Traitement et élimination des déchets dangereux;;
0053100349;REGIE MUNICIPALE ABATTOIR DE ST GAUDENS;21310483900260;Boulevard Leconte de Lisle;31800;SAINT-GAUDENS;HAUTE-GARONNE;OCCITANIE;515751.000000;6225817.000000;2154;1011Z;Transformation et conservation de la viande de boucherie;;
0006518444;Déchèterie de Briis sous Forges;25280334100319;RD 152;91640;BRIIS-SOUS-FORGES;ESSONNE;ILE-DE-FRANCE;635784.000000;6835469.000000;4326;3821Z;Traitement et élimination des déchets non dangereux;;
0006604788;TUBERT Patrick - Centre tri -Dechetterie;39200507000017;Chemin rural d'Elne/Alénya (Els Mosselons), Parcelles AL191 et AL193;66200;ELNE;PYRENEES-ORIENTALES;OCCITANIE;698600.000000;6168827.000000;27572;0161Z;Activités de soutien aux cultures;;
0006202196;DS Smith Packaging Velin;30575058000055;8 ZI Plaine;88510;ELOYES;VOSGES;GRAND-EST;968683.000000;6780955.000000;4326;1721A;Fabrication de carton ondulé;;
0006305727;GILLOT SARL;38538611500013;ZA Sainte Anne, route de Montaigu;85600;LA BOISSIERE-DE-MONTAIGU;VENDEE;PAYS-DE-LA-LOIRE;380303.000000;6658511.000000;2154;2511Z;Fabrication de structures métalliques et de parties de structures;9.(c);Installations destinées au traitement de surface de matières, d'objets ou de produits à l'aide de solvants organiques, notamment pour les opérations d'apprêt, d'impression, de revêtement, de dégraissage, d'imperméabilisation, de collage, de peinture, de nettoyage ou d'imprégnation d'une capacité de consommation de 150 kg par heures ou 200 tonnes par an
0005503638;LANNION - TREGOR - COMMUNAUTE;20006592800018;Déchetterie, Proximité village de Mabilies;22700;LOUANNEC;COTES-D'ARMOR;BRETAGNE;230459.000000;6873277.000000;2154;3811Z;Collecte des déchets non dangereux;;
0006520140;VEOLIA PROPRETE ILE-DE-FRANCE;42134563800280;48-64 route de l'Ile Saint-Julien;94380;BONNEUIL-SUR-MARNE;VAL-DE-MARNE;ILE-DE-FRANCE;662121.000000;6853542.000000;4326;3811Z;Collecte des déchets non dangereux;;
0006400861;KINTZ FRERES SARL VHU;39355323500010;Route de Gap, La Madeleine;05400;VEYNES;HAUTES-ALPES;PROVENCE-ALPES-COTE-D'AZUR;927157.000000;6387508.000000;2154;3832Z;Récupération de déchets triés;;
0005402421;MAGGIONI S.A.;42984409500019;Le Joannot - Les Cinquante Journaux -, La Mare aux Chênes;21110;GENLIS;COTE-D'OR;BOURGOGNE-FRANCHE-COMTE;866761.000000;6686456.000000;4326;0812Z;Exploitation de gravières et sablières, extraction d'argiles et de kaolin;;
0006114049;SAS MEUHVELEC;79435110600016;580 Route du Chablais;74140;VEIGY-FONCENEX;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES;950977.000000;6580211.000000;4326;3821Z;Traitement et élimination des déchets non dangereux;;
0005514093;JOSSELIN COMMUNAUTE;20006677700018;La Ville Meno;56800;GUILLAC;MORBIHAN;BRETAGNE;290541.000000;6772410.000000;4326;8411Z;Administration publique générale;;
0006518583;BF 19;80439435100014;20, rue Thomas Edison;77100;MEAUX;SEINE-ET-MARNE;ILE-DE-FRANCE;694155.000000;6873820.000000;4326;4511Z;Commerce de voitures et de véhicules automobiles légers;;
0006112002;SEYFERT FOREZ;49321611300016;Route de Saint-Etienne, BP 18;42110;FEURS;LOIRE;AUVERGNE-RHONE-ALPES;795350.000000;6514488.000000;4326;1721A;Fabrication de carton ondulé;;
0006520954;TRIEL GRANULAT (ISDI);48445242000025;Lieux-dit Les côtes Berthelins  les Gresillons et la Demi Lieue;78510;TRIEL-SUR-SEINE;YVELINES;ILE-DE-FRANCE;627400.000000;6875800.000000;27572;0812Z;Exploitation de gravières et sablières, extraction d'argiles et de kaolin;;
0010006264;Dreux agglomération (ex CADD);24285244000013;17, Rue Jean-Louis Chanoine, ZA de la Rabette;28100;DREUX;EURE-ET-LOIR;CENTRE;577184.000000;6850410.000000;2154;3821Z;Traitement et élimination des déchets non dangereux;;
0006514888;Déchèterie d'Auffargis;25280334100202;Vaux de Cernay;78610;AUFFARGIS;YVELINES;ILE-DE-FRANCE;618736.000000;6845096.000000;4326;3821Z;Traitement et élimination des déchets non dangereux;;
0007003285;Garage atelier métro de 4 Cantons;82416479200023;Route de Cysoing;59491;VILLENEUVE-D'ASCQ;NORD;HAUTS-DE-FRANCE;710225.000000;7056053.000000;4326;4931Z;Transports urbains et suburbains de voyageurs;;
0006501695;COOPERATION PHARMACEUTIQUE FRANCAISE;39922763600020;PLACE LUCIEN AUVERT;77000;MELUN;SEINE-ET-MARNE;ILE-DE-FRANCE;675117.000000;6825452.000000;2154;2110Z;Fabrication de produits pharmaceutiques de base;;
0007407393;Blanchisserie Teinturerie WARTNER;39744449800018;18 BIS QUAI CARNOT;92210;SAINT-CLOUD;HAUTS-DE-SEINE;ILE-DE-FRANCE;643015.000000;6860778.000000;4326;6820B;Location de terrains et d'autres biens immobiliers;;
0003301564;Metal 21;81091609800017;13 RUE MARTIN LEJEAS;21110;AISEREY;COTE-D'OR;BOURGOGNE-FRANCHE-COMTE;863445.000000;6678001.000000;4326;3832Z;Récupération de déchets triés;;
0005307372;SEROC;25140503100054;RD124 route de Trévières;14710;FORMIGNY;CALVADOS;NORMANDIE;416610.000000;6921615.000000;2154;8412Z;Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale;;
0052202924;EARL KERNEVEZ;38770204600013;KERNEVEZ JAUDY;22540;PEDERNEC;COTES-D'ARMOR;BRETAGNE;239562.000000;6849476.000000;4326;0147Z;Élevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille
0006304827;SUEZ RV Ouest;34530688000021;La Petite Mazure;44330;VALLET;LOIRE-ATLANTIQUE;PAYS-DE-LA-LOIRE;380447.000000;6687500.000000;2154;7112B;Ingénierie, études techniques;;
0009000042;BA 705 Tours;13001378200011;RD 910 Base aérienne 705;37100;TOURS;INDRE-ET-LOIRE;CENTRE;527182.000000;6705955.000000;;8422Z;Défense;;
0005500719;ITEC;33462790800018;ZAC de Lannuzel;29460;DIRINON;FINISTERE;BRETAGNE;163011.000000;6834932.000000;2154;2550B;Découpage, emboutissage;;
0005800359;SHMPP;54205853200038;Route de la pointe du Hoc;76050;LE HAVRE;SEINE-MARITIME;NORMANDIE;496245.000000;6934836.000000;2154;5210B;Entreposage et stockage non frigorifique;;
0005600124;REP CASS AUTO SARL;38836381400012;Dejou;15130;ARPAJON-SUR-CERE;CANTAL;AUVERGNE-RHONE-ALPES;660380.000000;6422865.000000;2154;4511Z;Commerce de voitures et de véhicules automobiles légers;;
0005100177;Société Picardie Régénération;39457663100011;5 route de Soissons;02300;CHAUNY;AISNE;HAUTS-DE-FRANCE;3.219421;49.615576;4326;3822Z;Traitement et élimination des déchets dangereux;5.(a);Installations pour la valorisation ou l'élimination des déchets dangereux recevant 10 tonnes par jour
0005901267;KNAUF INDUSTRIES;42181984800043;66 Grande Rue;70310;SAINTE-MARIE-EN-CHANOIS;HAUTE-SAONE;BOURGOGNE-FRANCHE-COMTE;963176.000000;6754094.000000;;2222Z;Fabrication d'emballages en matières plastiques;;
0006301300;ARJO WIGGINS SAS- papeterie;57715015400018;Le Bourray;72470;SAINT-MARS-LA-BRIERE;SARTHE;PAYS-DE-LA-LOIRE;503864.000000;6773776.000000;;1712Z;Fabrication de papier et de carton;6.(b);Installations industrielles destinées à la fabrication de papier et de carton et d'autres produits dérivés du bois (tels que l'aggloméré, les panneaux de fibres de bois et le contreplaqué) d'une capacité de production de 20 tonnes par jour
0006700838;LOHR Industrie;42113136800027;ZI Plaine de la Bruche;67120;DUPPIGHEIM;BAS-RHIN;GRAND-EST;1038321.000000;6837178.000000;2154;2920Z;Fabrication de carrosseries et remorques;;
0006700718;EMERSON;44125541100015;8 RUE PAUL BAUDRY;68700;CERNAY;HAUT-RHIN;GRAND-EST;1014072.000000;6754149.000000;2154;2814Z;Fabrication d'autres articles de robinetterie;;
0006104011;BAYARD;31622259500035;4 av Lionel TERRAY;69330;MEYZIEU;RHONE;AUVERGNE-RHONE-ALPES;857045.000000;6521079.000000;2154;2814Z;Fabrication d'autres articles de robinetterie;;
0006202147;GIREV;39755948500016;ZI Neuilly;88170;CHATENOIS;VOSGES;GRAND-EST;911559.000000;6804218.000000;2154;3832Z;Récupération de déchets triés;5.(c);Installations destinées à l'élimination des déchets non dangereux d'une capacité de 50 tonnes par jour
0006508813;LA PIECE;41407060700018;6, rue Carnot;95870;BEZONS;VAL-D'OISE;ILE-DE-FRANCE;643303.000000;6869971.000000;2154;4532Z;Commerce de détail d'équipements automobiles;;
0005201914;SERIPANNEAUX;33070545000022;RN 10;40230;SAINT-VINCENT-DE-TYROSSE;LANDES;NOUVELLE-AQUITAINE;354147.000000;6294540.000000;2154;1621Z;Fabrication de placage et de panneaux de bois;6.(b);Installations industrielles destinées à la fabrication de papier et de carton et d'autres produits dérivés du bois (tels que l'aggloméré, les panneaux de fibres de bois et le contreplaqué) d'une capacité de production de 20 tonnes par jour
0005900921;TSM;33967870800027;113, route des Buclets;39400;MORBIER;JURA;BOURGOGNE-FRANCHE-COMTE;930176.000000;6608674.000000;2154;2561Z;Traitement et revêtement des métaux;2.(f);Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3
0007004077;JC FER SARL;48492191100018;50, route de Tournai;59226;LECELLES;NORD;HAUTS-DE-FRANCE;730390.000000;7040460.000000;2154;3832Z;Récupération de déchets triés;;
